,Unnamed: 0,full_text,tweet_english
2117,2175,rakyat hak dapat benar korupsi timah jangankorbankan uangrakyat,the people's rights can be true tin corruption do not sacrifice the people's money
2118,2176,korupsi timah rakyat bisa diam jangankorbankan uangrakyat,the corruption of the people's tin can be silent do not sacrifice the people's money
2119,2177,korupsi timah rugi 271 triliun langkah tegas segera ambil henti ini jangankorbankan uangrakyat,tin corruption loss 271 trillion decisive steps immediately take this stop do not sacrifice the people's money
2120,2178,harus tuntut pertanggungjawaban atas rugi akibat korupsi timah 271t jangankorbankan uangrakyat,must be held accountable for losses due to lead corruption 271t do not sacrifice the people's money
2121,2179,jaksa agung jadi sorot usai ungkap kasus korupsi izin usaha tambang iup pt timah nila rp 271 triliun,the attorney general was in the spotlight after revealing the corruption case of iup mining business license pt tin tilapia Rp 271 trillion
2122,2180,korupsi timah 271t ga abis pikir jangankorbankan uangrakyat,lead corruption 271t ga abis think do not sacrifice wangrakyat
2123,2181,korupsi timah 271 triliun ancam serius integritas bangsa jangankorbankan uangrakyat,tin corruption 271 trillion serious threats to the integrity of the nation do not sacrifice the people's money
2124,2182,rakyat tuntut transparansi jujur tangan kasus korupsi timah 271t jangankorbankan uangrakyat,the people demand honest transparency in the case of tin corruption 271t do not sacrifice the people's money
2125,2184,jangan biar negeri hancur korupsi timah jangankorbankan uangrakyat,don't let the country be destroyed by tin corruption don't sacrifice the people's money
2126,2185,negara butuh tindak nyata berantas korupsi timah 271t jangankorbankan uangrakyat,the country needs concrete action to eradicate lead corruption 271t don't sacrifice the people's money
2127,2186,jahat korupsi sektor timah besar 271 triliun henti sekarang jangankorbankan uangrakyat,evil big tin sector corruption 271 trillion stop now don't sacrifice the people's money
2128,2187,rugi 271 triliun akibat korupsi timah percaya publik tak nilai harga jangankorbankan uangrakyat,271 trillion losses due to tin corruption believe the public is not worth the price of do not sacrifice the people's money
2129,2188,271 triliun lenyap dampak buruk korupsi timah jangankorbankan uangrakyat,271 trillion disappeared the bad impact of tin corruption do not sacrifice the people's money
2130,2189,korupsi timah uang rakyat hilang jangankorbankan uangrakyat,corruption of tin the people's money is lost do not sacrifice the people's money
2131,2190,kasus korupsi timah 271t usut tuntas jangan kompromi jangankorbankan uangrakyat,tin corruption case 271t usut complete do not compromise do not sacrifice the people's money
2132,2191,henti korupsi timah 271 triliun lebih banyak rugi jadi jangankorbankan uangrakyat,stop tin corruption 271 trillion more losses so don't sacrifice people's money
2133,2192,korupsi timah 271 triliun saat tindak bukan diam jangankorbankan uangrakyat,tin corruption 271 trillion when the act is not silent do not sacrifice the people's money
2134,2193,harus tuntut pertanggungjawaban atas kasus korupsi timah 271t jangankorbankan uangrakyat,must be held accountable for the case of tin corruption 271t do not sacrifice the people's money
2135,2194,korupsi timah ancam nyata maju bangsa jangankorbankan uangrakyat,tin corruption threatens the real progress of the nation do not sacrifice the people's money
2136,2195,korupsi timah 271 triliun tindak manusiawi harus henti jangankorbankan uangrakyat,tin corruption 271 trillion humane acts must stop do not sacrifice the people's money
2137,2196,henti korupsi timah 271 triliun jangan biar terus rusak negara jangankorbankan uangrakyat,stop lead corruption 271 trillion don't let it continue to damage the country don't sacrifice the people's money
2138,2197,skandal korupsi timah 271 triliun tunjuk perlu berani tegak benar jangankorbankan uangrakyat,271 trillion tin corruption scandal shows the need to dare to stand up for the truth do not sacrifice the people's money
2139,2198,tuntut adil kasus korupsi timah 271t lupa jangankorbankan uangrakyat,demand fair cases of tin corruption 271t forget not to sacrifice the people's money
2140,2199,adil tetap jadi prioritas meski kasus korupsi timah 271t lupa jangankorbankan uangrakyat,fair remains a priority even though the case of tin corruption 271t forget not to sacrifice the people's money
2141,2200,korupsi timah musuh sama bersamasama lawan jangankorbankan uangrakyat,tin corruption of the enemy is the same as the opponent do not sacrifice the people's money
2142,2201,271 triliun rupiah lenyap akibat korupsi timah buat rakyat makin derita jangankorbankan uangrakyat,271 trillion rupiah lost due to tin corruption for the people to suffer even more do not sacrifice the people's money
2143,2202,korupsi timah 271 triliun tantang besar langsung negara jangankorbankan uangrakyat,tin corruption 271 trillion big challenge directly to the state do not sacrifice the people's money
2144,2203,jangan kasus korupsi timah 271t hilang saja jangankorbankan uangrakyat,don't lead corruption case 271t just disappear don't sacrifice the people's money
2145,2204,berbulanbulan mana kembang kasus korupsi timah 271t jangankorbankan uangrakyat,months where the development of tin corruption cases 271t do not sacrifice the people's money
2146,2205,berantas korupsi 271 triliun timah jadi prioritas utama perintah jangankorbankan uangrakyat,eradicate corruption 271 trillion tin so the top priority of the order not to sacrifice the people's money
2147,2206,kecewa lenyap kasus korupsi timah 271t harap adil pupus saja jangankorbankan uangrakyat,disappointed with the disappearance of the case of lead corruption 271t please just disappear don't sacrifice the people's money
2148,2208,korupsi timah 271t tindak tidak toleransi jangankorbankan uangrakyat,tin corruption 271t acts of intolerance do not sacrifice the people's money
2149,2209,jahat korupsi timah ungkap laku adil jangankorbankan uangrakyat,evil lead corruption say fair behavior don't sacrifice the people's money
2150,2210,hukum berat laku korupsi timah jangankorbankan uangrakyat,law on the severity of lead corruption do not sacrifice the people's money
2151,2211,rakyat tuntut pertanggungjawaban atas korupsi timah 271t jangankorbankan uangrakyat,the people demand accountability for tin corruption 271t don't sacrifice the people's money
2152,2212,korupsi 271 triliun timah ada toleransi laku korup jangankorbankan uangrakyat,corruption 271 trillion tin there is tolerance for corrupt behavior do not sacrifice the people's money
2153,2213,271 triliun hilang korupsi timah sama diri teguh jangankorbankan uangrakyat,271 trillion lost tin corruption equals self-righteous do not sacrifice the people's money
2154,2215,korupsi timah 271 triliun waktu tindak sekarang jangankorbankan uangrakyat,lead corruption 271 trillion act time now do not sacrifice the people's money
2155,2217,rakyat kecewa 271 triliun hilang korupsi timah jangankorbankan uangrakyat,the people are disappointed 271 trillion missing tin corruption do not sacrifice the people's money
2156,2218,kasus korupsi timah 271 triliun jadi ingat para jabat negara jangankorbankan uangrakyat,case of lead corruption 271 trillion so remember the state officials do not sacrifice the people's money
2157,2219,korupsi timah uang rakyat curi jangankorbankan uangrakyat,corruption of tin people's money steal don't sacrifice the people's money
2158,2220,bangsa tidak terus derita akibat korupsi timah 271t jangankorbankan uangrakyat,the nation does not continue to suffer due to tin corruption 271t do not sacrifice the people's money
2159,2221,semua satu tegak benar kasus korupsi timah 271t jangankorbankan uangrakyat,all one upright true case of tin corruption 271t don't sacrifice wangrakyat
2160,2223,tindak pidana korupsi 271 triliun industri timah rugi seluruh rakyat indonesia jangankorbankan uangrakyat,criminal acts of corruption 271 trillion tin industry to the loss of all Indonesian people do not sacrifice the people's money
2161,2224,jangan biar kasus korupsi timah 271t hancur harap adil jangankorbankan uangrakyat,don't let the 271t tin corruption case be destroyed please be fair don't sacrifice the people's money
2162,2225,korupsi timah contoh nyata ketidakadilan sama juang adil jangankorbankan uangrakyat,tin corruption real examples of injustice equal fight fair don't sacrifice money people
2163,2226,korupsi timah 271t ancam besar langsung negara hukum jangankorbankan uangrakyat,tin corruption 271t major direct threat to the state of law do not sacrifice the people's money
2164,2227,saat rakyat harap jagung total basmi korupsi timah 271 triliun isilop malah malu2 jadi preman bagi koruptor ingat sumpah jbtamu ingat semua fasilitas gaji asal pajak rakyat memalukann,"when the people hope that corn will completely eradicate tin corruption 271 trillion isilops, they are ashamed to be thugs for the corrupt, remember the JBTU's oath, remember all salary facilities from the people's taxes are embarrassing"
2165,2228,hina sejahtera korupsi timah 271t jangankorbankan uangrakyat,despicable lead corruption 271t don't sacrifice wangrakyat
2166,2229,skandal korupsi dana timah 271 triliun jadi contoh cegah korupsi masa depan jangankorbankan uangrakyat,the 271 trillion tin fund corruption scandal is an example of preventing future corruption do not sacrifice the people's money
2167,2230,korupsi timah curi 271 triliun sama satu lawan korupsi jangankorbankan uangrakyat,lead corruption stealing 271 trillion equals one opponent of corruption do not sacrifice the people's money
2168,2231,korupsi timah 271t rugi seluruh rakyat indonesia jangankorbankan uangrakyat,tin corruption 271t loss of all Indonesian people do not sacrifice the people's money
2169,2232,korupsi timah buah tindak malu bangsa jangankorbankan uangrakyat,"tin corruption as a result of the nation's shame, do not sacrifice the people's money"
2170,2233,korupsi timah tindak harus segera henti jangankorbankan uangrakyat,tin corruption the action must stop immediately do not sacrifice the people's money
2171,2234,stop korupsi timah 271 triliun adil integritas jangankorbankan uangrakyat,stop tin corruption 271 trillion fair integrity do not sacrifice the people's money
2172,2235,febrie adriansyah jampidsus jagung kuntit densus 88 nyata sosok tangan korupsi timah harvey moeis,febrie adriansyah jampidsus corn stalks densus 88 real hand figure corruption tin harvey moeis
2173,2236,korupsi timah 271 triliun tindak tidak toleransi jangankorbankan uangrakyat,tin corruption 271 trillion acts of intolerance do not sacrifice the people's money
2174,2237,korupsi timah sakit mati harus segera obat jangankorbankan uangrakyat,corruption of dead sick tin must immediately do not sacrifice the people's money
2175,2238,jahat korupsi timah 271 triliun segera akhir jangankorbankan uangrakyat,evil lead corruption 271 trillion soon end do not sacrifice the people's money
2176,2239,rakyat tolak segala bentuk seleweng masuk korupsi timah 271t jangankorbankan uangrakyat,the people reject all forms of misappropriation into tin corruption 271t do not sacrifice the people's money
2177,2240,korupsi timah musuh sama ayo satu lawan jangankorbankan uangrakyat,tin corruption of the enemy is the same let's go one opponent don't sacrifice money for the people
2178,2241,jahat korupsi timah henti adil rakyat indonesia jangankorbankan uangrakyat,evil tin corruption stop fair the people of Indonesia do not sacrifice wangrakyat
2179,2242,korupsi timah 271t musuh sama harus lawan jangankorbankan uangrakyat,tin corruption 271t the same enemy must fight do not sacrifice wangrakyat
2180,2243,korupsi timah 271t ancam serius adil sosial jangankorbankan uangrakyat,tin corruption 271t serious threat of social justice do not sacrifice money people
2181,2244,sedih banget lihat kasus korupsi timah 271t biar saja jangankorbankan uangrakyat,very sad to see the case of tin corruption 271t so don't sacrifice the people's money
2182,2245,ada adil kasus korupsi timah 271t segera usut tuntas jangankorbankan uangrakyat,there is a fair case of lead corruption 271t immediately usut thoroughly do not sacrifice the people's money
2183,2246,rugi besar 271 triliun akibat korupsi timah pukul besar ekonomi jangankorbankan uangrakyat,big loss of 271 trillion due to tin corruption big hit to the economy don't sacrifice the people's money
2184,2247,korupsi timah 271t tindak tidak etika jangankorbankan uangrakyat,tin corruption 271t unethical acts do not sacrifice public money
2185,2248,kasus korupsi timah 271t jadi ajar harga negara lebih ketat awas uang publik jangankorbankan uangrakyat,case of lead corruption 271t so teach the price of the state more strictly beware of public money do not sacrifice public money
2186,2249,korupsi timah 271t masalah serius harus segera selesai adil rakyat jangankorbankan uangrakyat,tin corruption 271t serious problems must be resolved immediately fair the people do not sacrifice the people's money
2187,2250,rakyat tuntut transparansi tangan kasus korupsi timah 271t jangankorbankan uangrakyat,the people demand transparency of the hand of the tin corruption case 271t don't sacrifice the people's money
2188,2251,korupsi timah 271t buat tidak ampun jangankorbankan uangrakyat,lead corruption 271t for the merciless do not sacrifice the people's money
2189,2252,usut tuntas korupsi timah jangankorbankan uangrakyat,usut complete tin corruption don't sacrifice wangrakyat
2190,2253,rakyat harap adil segera tegak kait kasus korupsi timah 271t jangankorbankan uangrakyat,the people please be fair soon straighten the hook for the case of lead corruption 271t do not sacrifice the people's money
2191,2254,271 triliun lenyap akibat korupsi timah sama rang jahat jangankorbankan uangrakyat,271 trillion disappeared due to tin corruption with evil rang do not sacrifice the people's money
2192,2255,korupsi timah 271t masalah harus selesai serius jangankorbankan uangrakyat,tin corruption 271t the problem must be solved seriously do not sacrifice the people's money
2193,2256,korupsi timah 271t buat rakyat makin puruk miskin jangankorbankan uangrakyat,tin corruption 271t for the people more and more poor do not sacrifice the people's money
2194,2257,bersamasama lawan korupsi timah 271t masa depan lebih baik jangankorbankan uangrakyat,together against lead corruption 271t the future is better not to sacrifice the people's money
2195,2258,harus satu lawan korupsi timah 271t adil semua jangankorbankan uangrakyat,must be one opponent of lead corruption 271t fair all do not sacrifice the people's money
2196,2259,sama rang korupsi timah 271t jangankorbankan uangrakyat,same as tin corruption rang 271t do not sacrifice wangrakyat
2197,2260,jahat korupsi timah 271 triliun henti segera adil semua jangankorbankan uangrakyat,evil lead corruption 271 trillion stop soon fair all don't sacrifice money people
2198,2261,271t curi lewat korupsi timah adalah tindak tidak pantas jangankorbankan uangrakyat,271t stealing through tin corruption is an inappropriate act not to sacrifice the people's money
2199,2262,rugi besar 271 triliun akibat korupsi timah beban berat rakyat jangankorbankan uangrakyat,a huge loss of 271 trillion due to tin corruption the heavy burden of the people should not sacrifice the people's money
2200,2263,rasa ada ujung pangkal kasus korupsi timah 271t kapan ada jelas jangankorbankan uangrakyat,i think there is a tip of the base of the tin corruption case 271t when there is clearly no sacrifice of the people's money
2201,2264,kasus korupsi timah 271t bukti perintah serius berantas korupsi jangankorbankan uangrakyat,case of lead corruption 271t evidence of serious orders to eradicate corruption do not sacrifice the people's money
2202,2265,publik satu tegak adil atas kasus korupsi timah 271t lupa jangankorbankan uangrakyat,public one upright fair on the case of tin corruption 271t forget not to sacrifice the people's money
2203,2266,stop korupsi timah 271 triliun lambat jangankorbankan uangrakyat,stop lead corruption 271 trillion slowly do not sacrifice the people's money
2204,2267,rakyat tuntut adil korupsi timah 271t buat makin puruk jangankorbankan uangrakyat,the people demand fair lead corruption 271t for more puruk do not sacrifice wangrakyat
2205,2268,kasus korupsi timah 271t bukti sistem hukum masih mampu berantas korupsi jangankorbankan uangrakyat,case of lead corruption 271t evidence that the legal system is still able to eradicate corruption do not sacrifice the people's money
2206,2269,kasus korupsi timah 271t ungkap publik cela jangankorbankan uangrakyat,case of lead corruption 271t public reproach do not sacrifice the people's money
2207,2270,ada lebih malu ketidakmampuan orangorang sampah tangan kasus korupsi timah nila 271 triliun jangankorbankan uangrakyat,there is more shame in the inability of people to waste their hands in the case of tin corruption 271 trillion don't sacrifice the people's money
2208,2271,korupsi timah 271t bukti percaya publik hancur orangorang tidak tanggung jawab jangankorbankan uangrakyat,lead corruption 271t evidence of public trust is destroyed people are not responsible do not sacrifice the people's money
2209,2272,korupsi timah 271 triliun jahat rugi banyak orang jangankorbankan uangrakyat,tin corruption 271 trillion evil loss for many people do not sacrifice money for the people
2210,2273,hukum berat laku korupsi timah jangankorbankan uangrakyat,law on the severity of lead corruption do not sacrifice the people's money
2211,2274,jangan biar korupsi timah 271 triliun hancur negara jangankorbankan uangrakyat,don't let the 271 trillion tin corruption be destroyed by the state don't sacrifice the people's money
2212,2275,271 triliun hilang akibat korupsi timah sama henti jahat jangankorbankan uangrakyat,271 trillion lost due to tin corruption equally stop evil do not sacrifice the people's money
2213,2278,korupsi timah 271 triliun jahat harus tindak tegas jangankorbankan uangrakyat,lead corruption 271 trillion evil must act decisively do not sacrifice the people's money
2214,2279,korupsi timah siapa main jangankorbankan uangrakyat,tin corruption who plays don't sacrifice wangrakyat
2215,2280,korupsi timah 271 triliun jahat harus henti sekarang jangankorbankan uangrakyat,lead corruption 271 trillion evil must stop now don't sacrifice the people's money
2216,2282,publik rasa khianat tidak ada kembang kasus korupsi timah 271t jangankorbankan uangrakyat,public feeling of betrayal there is no flowering of the case of tin corruption 271t do not sacrifice money
2217,2283,ada ruang benar atas jahat korupsi masuk kasus timah 271t masih gantung jangankorbankan uangrakyat,there is true room for evil corruption in the case of tin 271t still hanging do not sacrifice the people's money
2218,2284,korupsi timah rugi negara 271 triliun percaya rakyat hancur jangankorbankan uangrakyat,corruption of tin state loss 271 trillion believe the people are destroyed do not sacrifice the people's money
2219,2286,protes keras buat mau menutupnutupi kasus korupsi timah 271t jangankorbankan uangrakyat,strong protests to cover up the case of tin corruption 271t do not sacrifice the people's money
2220,2287,jangan biar kasus korupsi timah 271t lupa aja soal percaya publik jangankorbankan uangrakyat,don't let the tin corruption case 271t forget about trusting the public don't sacrifice the people's money
2221,2288,korupsi timah 271t hancur masa depan generasi bangsa jangankorbankan uangrakyat,tin corruption 271t destroyed the future of the nation's generation do not sacrifice the people's money
2222,2292,korupsi timah 271t virus mati harus segera atas jangankorbankan uangrakyat,lead corruption 271t virus must die immediately over do not sacrifice the people's money
2223,2293,jangan biar korupsi timah 271 triliun terus rajalela negeri jangankorbankan uangrakyat,don't let the 271 trillion tin corruption continue to be rajalela of the country don't sacrifice the people's money
2224,2294,tindak korupsi timah 271 triliun tindak tidak toleransi jangankorbankan uangrakyat,acts of lead corruption 271 trillion acts of intolerance do not sacrifice the people's money
2225,2295,jahat korupsi timah 271 triliun usut tuntas pandang bulu jangankorbankan uangrakyat,evil lead corruption 271 trillion usut fully indiscriminately do not sacrifice the people's money
2226,2296,tindak korupsi timah 271 triliun henti tegas kompromi jangankorbankan uangrakyat,the act of tin corruption 271 trillion end firmly compromise do not sacrifice the people's money
2227,2297,juang rakyat adil hancur korupsi timah 271t jangankorbankan uangrakyat,fight for the people justly destroyed lead corruption 271t don't sacrifice money for the people
2228,2298,korupsi timah 271 triliun harus masa depan bangsa jangankorbankan uangrakyat,tin corruption 271 trillion must be the future of the nation do not sacrifice the people's money
2229,2299,korupsi timah 271 triliun harus maju sama jangankorbankan uangrakyat,271 trillion tin corruption must go forward as well as do not sacrifice the people's money
2230,2300,korupsi sektor timah capai angka sangat besar adalah tindak harus segera laku jangankorbankan uangrakyat,corruption of the tin sector achieving very large numbers is an act that must be immediately sold not to sacrifice the people's money
2231,2301,271 triliun hilang korupsi timah adalah masalah harus segera selesai jangankorbankan uangrakyat,271 trillion lost lead corruption is a problem that must be resolved immediately do not sacrifice the people's money
2232,2302,korupsi timah rugi negara 271 triliun percaya rakyat goyah jangankorbankan uangrakyat,corruption tin state loss 271 trillion believe the people falter do not sacrifice the people's money
2233,2303,271 triliun hilang korupsi timah adalah rugi sangat besar jangankorbankan uangrakyat,271 trillion lost tin corruption is a very big loss do not sacrifice the people's money
2234,2304,korupsi timah rugi negara jangankorbankan uangrakyat,corruption of tin loss of the state do not sacrifice the people's money
2235,2305,korupsi timah rakyat tunggu adil jangankorbankan uangrakyat,corruption of tin of the people wait for fair don't sacrifice money of the people
2236,2306,kasus korupsi timah usut tuntas jangankorbankan uangrakyat,tin usut corruption case completely don't sacrifice wangrakyat
2237,2307,usut tuntas semua laku korupsi timah jangankorbankan uangrakyat,usut thoroughly all lead corruption practices don't sacrifice the people's money
2238,2308,korupsi timah tegak hukum adil jangankorbankan uangrakyat,tin corruption upholding the law just do not sacrifice the people's money
2239,2312,nonton korupsi timah serasa nonton film mafioso meksiko itu kalo berantas mafia gertak sambal tuju ingin puji,watch tin corruption like watching the movie mafioso mexico if you eradicate the bluffing mafia sambal aim to want to praise
2240,2313,bu mega kira tanggap soal kasus korupsi timah kemarin gimana bisa bantu jwb,mega ma'am thought she was responsive about the tin corruption case yesterday how can she help JWB
2241,2314,dukung penuh upaya berantas korupsi negeri meski harus hadap tekan oknum bintang seret kasus mega korupsi timah,fully support efforts to eradicate domestic corruption even though it must face the press of star actors dragging the mega tin corruption case
2242,2315,ada kait sosok jenderal inisial b pusar korupsi timah rp 271 triliun peran lindung,there is a general figure hook initials b navel tin corruption rp 271 trillion protective role
2243,2316,jaksa agung muda tindak pidana khusus jaksa agung febrie adriansyah kini tengah tangan kasus korupsi izin usaha tambang iup pt timah nila rp 271 triliun duga kuntit oleh anggota polisi satu densus 88,young attorney general special criminal acts attorney general febrie adriansyah is now in the middle of a corruption case mining business license iup pt tin tilapia Rp 271 trillion suspected of stalking by police members one densus 88
2244,2317,jampidsus kuntit densus kok dia sedang tangan korupsi timah rp271 triliun level jampidsus aja kuntit densus 88 aplg rkyt biasa apa hubnya densus dg korupsi timah rp271 triliun benar negeri asai mafia hadeuhhh,jampidsus kuntit densus why is he being hand corrupt tin rp271 trillion level jampidsus aja kuntit densus 88 appg rkyt usual what is the hub of densus with tin corruption rp271 trillion true asai mafia hadeuhhh
2245,2318,7 3 triliun klo buat subsidi s1 udah dpt brp sarjana baru klo duit korupsi timah udah dapet berapa doktoral baru negeri ngeri,7 3 trillion klo for s1 subsidies has been able to get new bachelor's degree klo tin corruption money has been able to get how many new doctorates the state is horrified
2246,2319,korupsi mauuu gilir mau tahan mleyot sakit yang ndeeerr jaksa agung akan tinggal diam bila mangkir akan jemput paksa sidi perkara timah atas nama sangka hl tetap jalan,corruption mauuu turn to hold mleyot sick that ndeeerr the attorney general will stay silent if he fails to pick up forcibly sidi tin case in the name of thought hl keep going
2247,2320,livejampidsus kuntit densus kok dia sedang tangan korupsi timah rp271 triliun,livejampidsus stalks densus why is he being hand corrupt tin rp271 trillion
2248,2321,jampidsus vs densus 88 apa jampidsus sedang tangan kasus korupsi besar kasus tambang sidik jagung geledah bangka belitung tangan kasus timah dapat intimidasi,jampidsus vs densus 88 what jampidsus is being handcuffed major corruption case cornprint mine search bangka belitung handcuff tin case can intimidate
2249,2322,suruh teriak soal kasus korupsi timah kemarin dong rugi negara ratus triliun berani gak sekali si mega berani gak teriak soal kasus kalau berani gw salut laah,"tell me to shout about the tin corruption case yesterday, the loss of the country of hundreds of trillions dare not once the mega dares not to shout about the case if I dare to salute laah"
2250,2323,siapa staf khusus eks direktur utama pt timah periksa jagung kasus korupsi timah shd staf khusus dirut pt timah tbk tahun 2019 dengan 2020 periksa jagung sama 5 saksi lain,who is a special staff ex president director pt tin check corn tin corruption case shd special staff dirut pt tin tbk in 2019 with 2020 check corn with 5 other witnesses
2251,2324,saja pingin kasus timah 271 triliun ungkap jaksa jaksa akan anggap terorris ada apa balik korupsi timah 271 triliun,just want the 271 trillion tin case said the prosecutor will consider terrorism what's behind the 271 trillion tin corruption
2252,2325,acara bantah ton tamsil teror sidik jagung tangan kasus korupsi timah metro tempo,show dispute ton tamsil terror corn print hand tin corruption case metro tempo
2253,2326,korupsi timah,lead corruption
2254,2327,acara bantah ton tamsil teror sidik jagung tangan kasus korupsi timah,show dispute ton tamsil terror corn print hand tin corruption case
2255,2328,usut yang suka konko sama hl komisi jaksa ingat jagung jangan fokus aset kecil korupsi timah,usut who like konko sama hl the prosecutor's commission remember corn do not focus on small assets of tin corruption
2256,2329,wowkorupsi timah kecil terus gede berapa,"wow, how much does the corruption of small tin continue to be big"
2257,2330,komisi jaksa ingat jagung jangan fokus aset kecil korupsi timah,the prosecutor's commission recalls that corn should not focus on small assets of lead corruption
2258,2331,lihat ramai ini bukti pilih kalah pilih sy salah biaya kuliah mahal sy pilih kuliah gratis internet ajar susah sy pilih internet gratis korupsi dimanamana sy pilih siap miskin koruptor kirim nusakambangan impor beras,see this crowd proof choose lose choose i choose expensive tuition fees i choose free college internet teach difficult i choose internet free corruption where i choose ready poor corrupt send nusakambangan rice import
2259,2332,komisi jaksa turun tangan awas tangan duga korupsi timah,the commission of the prosecutor intervened to beware of the suspicion of lead corruption
2260,2333,korupsi timah jagung peluang panggil eks ceo sriwijaya air,tin corn corruption opportunity call ex ceo sriwijaya air
2261,2334,korupsi timah jagung peluang panggil eks ceo sriwijaya air,tin corn corruption opportunity call ex ceo sriwijaya air
2262,2335,tunggu sidi jet pribadi harvey moeis indikasi hasil korupsi jaksa agung menyebutjet pribadimilikharvey moeissuami sandra dewi duga indikasi hasil korupsi tata niaga timah wilayah izin usaha tambang iup pt timah tahun 20152022,wait sidi private jet harvey moeis indications of corruption results attorney general mentions private jetsharvey moeissuami sandra dewi duga indications of corruption results of tin commerce area mining business license iup pt tin year 20152022
2263,2336,soal korupsi pt timah masalah gaji indofarma sikap wamen bumn,about corruption pt tin salary problem indofarma attitude wamen bumn
2264,2337,era megawati sby sensitivitas picu demo adlh naik bbm jgn ukt alih isu mhswa sibuk aksi kampus masing polarisasi gera rektor jdi korban alih isu trg korupsi timah 271 t curang milu langgar etik,era megawati sby sensitivity trigger demo adlh rise bbm jgn ukt transfer issue mhswa busy campus action each polarization gera rector jdi victim transfer issue trg tin corruption 271 t cheating milu violate ethics
2265,2338,yang dalam jagung periksa bos sriwijaya air kasus korupsi timah,in corn check sriwijaya water boss tin corruption case
2266,2339,wamen bumn bicara soal polemik indofarma inaf tunggak gaji karyawan korupsi timah tins,wamen bumn talks about indopharma polemics inaf stumps employee salaries corruption tin tins
2267,2340,cinta hakuho nagireo lebih besar taksir rugi korupsi tambang timah,love hakuho nagireo greater estimated loss of tin mine corruption
2268,2341,kasus duga korupsi pt timah gulir jagung periksa orang saksi kuat bukti sangka tn jagung terus laku sidi ungkap kasus duga korupsi kelola tata niaga komoditas timah wilayah iup,cases of suspected corruption pt tin corn scroll check people strong witness evidence of suspected tn corn continued to sell sidi reveal cases of suspected corruption tin commodity governance iup region
2269,2342,jagung tetap enam sangka tppu kasus korupsi komoditas timah,corn remains six thought tppu case of tin commodity corruption
2270,2343,jagung periksa saksi ft perkara korupsi komoditas timah,corn check witness ft tin commodity corruption case
2271,2344,gak perlu heran kaget ketawa muak atawa campur2 kayak joget pekok2 8 tahun dpo viral film lsg tangkap edun pis eui kasus korupsi timah triliun aja sangka cuma 21 yang sita cuma paling 200m,no need to be surprised to laugh fed up atawa mix 2 kayak joget pekok 2 8 years dpo viral film lsg caught edun pis eui trillion tin corruption case i thought only 21 were confiscated only at most 200m
2272,2345,jiwasraya bangkrut karena ulah orang apa kelompok juga ulah syl sebab kasus food estate karena ulah orang apa kelompok cuci uang tri uang nila 349 triliun korupsi timah nila 270 triliun karena ulah orang apa kelompok,my soul is bankrupt because of what people do what groups also do syl because of the food estate case because of what people do what groups launder money tri money tilapia 349 trillion tin corruption tilapia 270 trillion because of what people do what groups
2273,2347,jagung dalam urgensi panggil diri sriwijaya air kasus korupsi timah,corn in the urgency of calling yourself sriwijaya air tin corruption case
2274,2348,libat tulis melvin dlm risalah rilis 2010 sebut cara laku jahat utk labuh lembaga tegak dapat tunjuk rupa dlm kasus korupsi timah pekan lalu jagung tlh panggil 11 istri sangka masuk fenny amp sandra dewi,involved in writing melvin in the 2010 release minutes mentioned how evil behavior for docking upright institutions can show in the tin corruption case last week corn but call 11 wives thought they were in fenny & sandra goddess
2275,2349,peran istri tppu timah utas sidik baru periksa 11 istri sangka swasta amp bbrp orang dekat jabat pt timah jaksa dapat gelagat bagi mereka ikut dlm tppu korupsi timah,role of tin tppu wife new print thread check 11 wives private opinion & bbrp people close to the office of tin pt prosecutor can act for them to participate in tin corruption tppu
2276,2350,mana kasus 271t korupsi timah bos airline kmren mangkir krn alesan sakitjaksa ud liat skit benerill be watching u,where is the case 271t tin corruption airline boss kmren defies because alesan is sick prosecutor ud clay skit benerill be watching u
2277,2351,jagung sebut 6 sangka tppu kasus korupsi timah,corn said 6 thought tppu tin corruption case
2278,2352,korupsi pt timah rbs tindak harus jadi contoh buruk kupastuntas kasustimah,corruption pt tin rbs action must be a bad example of kasustimah
2279,2353,ada alas bisa benar tindak korupsi gelap dana pt timah rbs kupastuntas kasustimah,no pedestal can be true illegal corruption of funds pt tin rbs kupastuntas kasustimah
2280,2354,rbs pt rbt beri jelas atas kasus korupsi timah 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt give clarity on the case of tin corruption 271 trillion rupiah kupastuntas kasustimah
2281,2355,kasus korupsi timah nila 271 triliun rupiah rbs pt rbt sandung kupastuntas kasustimah,tilapia tin corruption case 271 trillion rupiah rbs pt rbt sandung kupastuntas kasustimah
2282,2356,rbs pt rbt beri klarifikasi kait kasus korupsi timah cuat kupastuntas kasustimah,rbs pt rbt clarify the hook of the tin corruption case cuat kupastuntas kasustimah
2283,2357,rbs pt rbt pusar kontroversi atas kasus korupsi timah 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt navel controversy over tin corruption case 271 trillion rupiah kupastuntas kasustimah
2284,2358,kasus korupsi timah nila 271 triliun rupiah rbs pt rbt sandung kupastuntas kasustimah,tilapia tin corruption case 271 trillion rupiah rbs pt rbt sandung kupastuntas kasustimah
